0,282.39571942456251,0.9201
1,221.0453924625935,0.9385
2,183.84294427417814,0.951
3,159.33580103678898,0.957
4,142.20211376075866,0.9597
5,129.44060112439541,0.9646
6,120.00637398758286,0.9667
7,112.81888106410649,0.9685
8,107.07447536672916,0.9699
9,102.4525465366476,0.9703
10,98.593192627031343,0.9707
11,95.474159719221348,0.9717
12,92.440675309179397,0.9717
13,89.943501123068259,0.9717
14,87.767209539374207,0.9724
15,86.122836451907276,0.9723
16,84.870511591008807,0.9732
17,83.544007743501979,0.9739
18,82.619076177399037,0.9742
19,81.68809543257494,0.9748
20,80.881728018531703,0.975
21,80.431624476100211,0.9749
22,79.961414724074686,0.975
23,79.481161919358684,0.9753
24,79.261793837358695,0.9754
25,79.102193313404953,0.9752
26,78.78962906341367,0.9757
27,78.622304837147155,0.9758
28,78.47211247504309,0.9762
29,78.170978688381311,0.9763
30,78.412549278658702,0.9762
